"","X.1","X","Area","Item","Year","Area_harvested_ha","Production_t"
"12074",154373,154373,"Chile","Fibre crops nes",2006,NA,1746
"12075",154377,154377,"Chile","Fibre crops nes",2010,NA,1751
"12076",154381,154381,"Chile","Fibre crops nes",2014,NA,1793
"12077",154423,154423,"Chile","Fibre Crops Primary",2000,NA,19744
"12078",154429,154429,"Chile","Fibre Crops Primary",2006,NA,20308
"12079",154433,154433,"Chile","Fibre Crops Primary",2010,NA,19061
"12080",154437,154437,"Chile","Fibre Crops Primary",2014,NA,18485
"12081",154448,154448,"Chile","Figs",2000,24,37
"12082",154454,154454,"Chile","Figs",2006,56,95
"12083",154458,154458,"Chile","Figs",2010,102,130
"12084",154462,154462,"Chile","Figs",2014,111,138
"12085",154504,154504,"Chile","Flax fibre and tow",2000,2100,2100
"12086",154510,154510,"Chile","Flax fibre and tow",2006,2600,2600
"12087",154514,154514,"Chile","Flax fibre and tow",2010,2572,2701
"12088",154518,154518,"Chile","Flax fibre and tow",2014,2600,2930
"12089",154560,154560,"Chile","Fruit, fresh nes",2000,2296,12238
"12090",154566,154566,"Chile","Fruit, fresh nes",2006,2480,13157
"12091",154570,154570,"Chile","Fruit, fresh nes",2010,2595,13733
"12092",154574,154574,"Chile","Fruit, fresh nes",2014,2680,14247
"12093",154616,154616,"Chile","Garlic",2000,3235,21500
"12094",154622,154622,"Chile","Garlic",2006,1800,12000
"12095",154626,154626,"Chile","Garlic",2010,1258,12000
"12096",154630,154630,"Chile","Garlic",2014,1144,11931
"12097",154643,154643,"Chile","Grapefruit (inc. pomelos)",2000,332,2491
"12098",154649,154649,"Chile","Grapefruit (inc. pomelos)",2006,287,4000
"12099",154653,154653,"Chile","Grapefruit (inc. pomelos)",2010,287,1500
"12100",154657,154657,"Chile","Grapefruit (inc. pomelos)",2014,232,1000
"12101",154699,154699,"Chile","Grapes",2000,164770,1899943
"12102",154705,154705,"Chile","Grapes",2006,181848,2300000
"12103",154709,154709,"Chile","Grapes",2010,2e+05,2665727
"12104",154713,154713,"Chile","Grapes",2014,198080,2398096
"12105",154726,154726,"Chile","Hazelnuts, with shell",2000,1710,183
"12106",154732,154732,"Chile","Hazelnuts, with shell",2006,3438,400
"12107",154736,154736,"Chile","Hazelnuts, with shell",2010,4199,2400
"12108",154740,154740,"Chile","Hazelnuts, with shell",2014,8686,9479
"12109",154782,154782,"Chile","Hemp tow waste",2000,4250,4048
"12110",154788,154788,"Chile","Hemp tow waste",2006,4600,4385
"12111",154792,154792,"Chile","Hemp tow waste",2010,4600,4385
"12112",154796,154796,"Chile","Hemp tow waste",2014,4482,4242
"12113",154838,154838,"Chile","Hempseed",2000,1100,1100
"12114",154844,154844,"Chile","Hempseed",2006,1360,1297
"12115",154848,154848,"Chile","Hempseed",2010,1660,1300
"12116",154852,154852,"Chile","Hempseed",2014,2215,1475
"12117",154873,154873,"Chile","Kiwi fruit",2000,7775,115500
"12118",154879,154879,"Chile","Kiwi fruit",2006,6700,170000
"12119",154883,154883,"Chile","Kiwi fruit",2010,10922,250654
"12120",154887,154887,"Chile","Kiwi fruit",2014,10632,261260
"12121",154929,154929,"Chile","Lemons and limes",2000,7543,126000
"12122",154935,154935,"Chile","Lemons and limes",2006,7200,145000
"12123",154939,154939,"Chile","Lemons and limes",2010,7235,154863
"12124",154943,154943,"Chile","Lemons and limes",2014,5993,133303
"12125",154985,154985,"Chile","Lentils",2000,2192,1027
"12126",154991,154991,"Chile","Lentils",2006,1150,713
"12127",154995,154995,"Chile","Lentils",2010,1222,719
"12128",154999,154999,"Chile","Lentils",2014,1061,557
"12129",155041,155041,"Chile","Lettuce and chicory",2000,6103,84000
"12130",155047,155047,"Chile","Lettuce and chicory",2006,6700,93000
"12131",155051,155051,"Chile","Lettuce and chicory",2010,7309,94300
"12132",155055,155055,"Chile","Lettuce and chicory",2014,6674,89724
"12133",155097,155097,"Chile","Linseed",2000,1100,990
"12134",155103,155103,"Chile","Linseed",2006,1280,1150
"12135",155107,155107,"Chile","Linseed",2010,1704,1193
"12136",155111,155111,"Chile","Linseed",2014,2660,1315
"12137",155139,155139,"Chile","Lupins",2000,22036,41374
"12138",155145,155145,"Chile","Lupins",2006,28490,70479
"12139",155149,155149,"Chile","Lupins",2010,29887,73325
"12140",155153,155153,"Chile","Lupins",2014,11687,16781
"12141",155195,155195,"Chile","Maize",2000,69275,652019
"12142",155201,155201,"Chile","Maize",2006,123560,1381894
"12143",155205,155205,"Chile","Maize",2010,122547,1357921
"12144",155209,155209,"Chile","Maize",2014,117418,1186127
"12145",155251,155251,"Chile","Maize, green",2000,15500,232500
"12146",155257,155257,"Chile","Maize, green",2006,13000,2e+05
"12147",155261,155261,"Chile","Maize, green",2010,11234,176000
"12148",155265,155265,"Chile","Maize, green",2014,9727,146030
"12149",155307,155307,"Chile","Melons, other (inc.cantaloupes)",2000,4000,62000
"12150",155313,155313,"Chile","Melons, other (inc.cantaloupes)",2006,3200,48000
"12151",155317,155317,"Chile","Melons, other (inc.cantaloupes)",2010,3279,49000
"12152",155321,155321,"Chile","Melons, other (inc.cantaloupes)",2014,3187,46109
"12153",155352,155352,"Chile","Nuts, nes",2000,NA,30
"12154",155358,155358,"Chile","Nuts, nes",2006,NA,39
"12155",155362,155362,"Chile","Nuts, nes",2010,NA,56
"12156",155366,155366,"Chile","Nuts, nes",2014,NA,61
"12157",155408,155408,"Chile","Oats",2000,88701,247936
"12158",155414,155414,"Chile","Oats",2006,90190,435041
"12159",155418,155418,"Chile","Oats",2010,75873,380853
"12160",155422,155422,"Chile","Oats",2014,136339,609926
"12161",155464,155464,"Chile","Oilcrops, Cake Equivalent",2000,NA,34415
"12162",155470,155470,"Chile","Oilcrops, Cake Equivalent",2006,NA,32371
"12163",155474,155474,"Chile","Oilcrops, Cake Equivalent",2010,NA,31703
"12164",155478,155478,"Chile","Oilcrops, Cake Equivalent",2014,NA,86428
"12165",155518,155518,"Chile","Oilcrops, Oil Equivalent",2000,NA,25150
"12166",155524,155524,"Chile","Oilcrops, Oil Equivalent",2006,NA,27416
"12167",155528,155528,"Chile","Oilcrops, Oil Equivalent",2010,NA,33899
"12168",155532,155532,"Chile","Oilcrops, Oil Equivalent",2014,NA,77918
"12169",155572,155572,"Chile","Olives",2000,5051,11500
"12170",155578,155578,"Chile","Olives",2006,5800,30000
"12171",155582,155582,"Chile","Olives",2010,12874,60029
"12172",155586,155586,"Chile","Olives",2014,19737,103720
"12173",155628,155628,"Chile","Onions, dry",2000,5847,282250
"12174",155634,155634,"Chile","Onions, dry",2006,7900,385000
"12175",155638,155638,"Chile","Onions, dry",2010,6186,297901
"12176",155642,155642,"Chile","Onions, dry",2014,6766,324580
"12177",155684,155684,"Chile","Oranges",2000,7571,97000
"12178",155690,155690,"Chile","Oranges",2006,8200,148000
"12179",155694,155694,"Chile","Oranges",2010,7435,132620
"12180",155698,155698,"Chile","Oranges",2014,7452,139052
"12181",155740,155740,"Chile","Papayas",2000,380,6600
"12182",155746,155746,"Chile","Papayas",2006,200,3500
"12183",155750,155750,"Chile","Papayas",2010,184,3084
"12184",155754,155754,"Chile","Papayas",2014,220,3703
"12185",155796,155796,"Chile","Peaches and nectarines",2000,17773,260000
"12186",155802,155802,"Chile","Peaches and nectarines",2006,19700,345000
"12187",155806,155806,"Chile","Peaches and nectarines",2010,19301,355512
"12188",155810,155810,"Chile","Peaches and nectarines",2014,18137,354100
"12189",155852,155852,"Chile","Pears",2000,10360,210000
"12190",155858,155858,"Chile","Pears",2006,6900,199000
"12191",155862,155862,"Chile","Pears",2010,6225,181387
"12192",155866,155866,"Chile","Pears",2014,7299,240399
"12193",155908,155908,"Chile","Peas, dry",2000,2012,1805
"12194",155914,155914,"Chile","Peas, dry",2006,1557,2134
"12195",155918,155918,"Chile","Peas, dry",2010,2481,2290
"12196",155922,155922,"Chile","Peas, dry",2014,674,713
"12197",155964,155964,"Chile","Peas, green",2000,5093,31000
"12198",155970,155970,"Chile","Peas, green",2006,4000,24000
"12199",155974,155974,"Chile","Peas, green",2010,2185,15000
"12200",155978,155978,"Chile","Peas, green",2014,1925,14447
"12201",155991,155991,"Chile","Persimmons",2000,113,396
"12202",155997,155997,"Chile","Persimmons",2006,130,485
"12203",156001,156001,"Chile","Persimmons",2010,233,448
"12204",156005,156005,"Chile","Persimmons",2014,102,623
"12205",156047,156047,"Chile","Plums and sloes",2000,13070,172000
"12206",156053,156053,"Chile","Plums and sloes",2006,14500,244000
"12207",156057,156057,"Chile","Plums and sloes",2010,18651,310447
"12208",156061,156061,"Chile","Plums and sloes",2014,17408,294416
"12209",156103,156103,"Chile","Potatoes",2000,59957,988220
"12210",156109,156109,"Chile","Potatoes",2006,63200,1391378
"12211",156113,156113,"Chile","Potatoes",2010,50771,1081349
"12212",156117,156117,"Chile","Potatoes",2014,48965,1061324
"12213",156159,156159,"Chile","Pulses,Total",2000,61310,91727
"12214",156165,156165,"Chile","Pulses,Total",2006,60807,126831
"12215",156169,156169,"Chile","Pulses,Total",2010,48987,102742
"12216",156173,156173,"Chile","Pulses,Total",2014,28771,36511
"12217",156215,156215,"Chile","Pumpkins, squash and gourds",2000,5000,99000
"12218",156221,156221,"Chile","Pumpkins, squash and gourds",2006,5100,105000
"12219",156225,156225,"Chile","Pumpkins, squash and gourds",2010,5878,137000
"12220",156229,156229,"Chile","Pumpkins, squash and gourds",2014,3987,92614
"12221",156242,156242,"Chile","Quinces",2000,508,642
"12222",156248,156248,"Chile","Quinces",2006,424,550
"12223",156252,156252,"Chile","Quinces",2010,326,470
"12224",156256,156256,"Chile","Quinces",2014,303,500
"12225",156298,156298,"Chile","Rapeseed",2000,19300,47730
"12226",156304,156304,"Chile","Rapeseed",2006,13520,47200
"12227",156308,156308,"Chile","Rapeseed",2010,10983,43934
"12228",156312,156312,"Chile","Rapeseed",2014,37486,136331
"12229",156325,156325,"Chile","Raspberries",2000,4622,17111
"12230",156331,156331,"Chile","Raspberries",2006,4819,18327
"12231",156335,156335,"Chile","Raspberries",2010,4453,17269
"12232",156339,156339,"Chile","Raspberries",2014,3408,13559
"12233",156381,156381,"Chile","Rice, paddy",2000,25768,135060
"12234",156387,156387,"Chile","Rice, paddy",2006,27980,160315
"12235",156391,156391,"Chile","Rice, paddy",2010,24527,94673
"12236",156395,156395,"Chile","Rice, paddy",2014,22398,134884
"12237",156437,156437,"Chile","Roots and Tubers,Total",2000,61028,995720
"12238",156443,156443,"Chile","Roots and Tubers,Total",2006,64450,1400678
"12239",156447,156447,"Chile","Roots and Tubers,Total",2010,52076,1093465
"12240",156451,156451,"Chile","Roots and Tubers,Total",2014,50281,1075954
"12241",156493,156493,"Chile","Rye",2000,1158,2396
"12242",156499,156499,"Chile","Rye",2006,667,1956
"12243",156503,156503,"Chile","Rye",2010,1456,4774
"12244",156507,156507,"Chile","Rye",2014,818,3653
"12245",156543,156543,"Chile","Soybeans",2000,NA,NA
"12246",156549,156549,"Chile","Soybeans",2006,NA,NA
"12247",156553,156553,"Chile","Soybeans",2010,NA,NA
"12248",156557,156557,"Chile","Soybeans",2014,NA,NA
"12249",156577,156577,"Chile","Strawberries",2000,777,21000
"12250",156583,156583,"Chile","Strawberries",2006,1300,33000
"12251",156587,156587,"Chile","Strawberries",2010,1530,40453
"12252",156591,156591,"Chile","Strawberries",2014,1330,35269
"12253",156633,156633,"Chile","Sugar beet",2000,48767,3092470
"12254",156639,156639,"Chile","Sugar beet",2006,27670,2199783
"12255",156643,156643,"Chile","Sugar beet",2010,16264,1420268
"12256",156647,156647,"Chile","Sugar beet",2014,18335,1732032
"12257",156689,156689,"Chile","Sunflower seed",2000,6359,9443
"12258",156695,156695,"Chile","Sunflower seed",2006,2660,5284
"12259",156699,156699,"Chile","Sunflower seed",2010,3053,7972
"12260",156703,156703,"Chile","Sunflower seed",2014,3846,6047
"12261",156745,156745,"Chile","Sweet potatoes",2000,1071,7500
"12262",156751,156751,"Chile","Sweet potatoes",2006,1250,9300
"12263",156755,156755,"Chile","Sweet potatoes",2010,1305,12116
"12264",156759,156759,"Chile","Sweet potatoes",2014,1316,14630
"12265",156772,156772,"Chile","Tangerines, mandarins, clementines, satsumas",2000,2310,15340
"12266",156778,156778,"Chile","Tangerines, mandarins, clementines, satsumas",2006,2590,24000
"12267",156782,156782,"Chile","Tangerines, mandarins, clementines, satsumas",2010,3629,30000
"12268",156786,156786,"Chile","Tangerines, mandarins, clementines, satsumas",2014,3996,73094
"12269",156828,156828,"Chile","Tobacco, unmanufactured",2000,3508,10521
"12270",156834,156834,"Chile","Tobacco, unmanufactured",2006,2770,8349
"12271",156838,156838,"Chile","Tobacco, unmanufactured",2010,2509,7950
"12272",156842,156842,"Chile","Tobacco, unmanufactured",2014,2065,6362
"12273",156884,156884,"Chile","Tomatoes",2000,20249,1185000
"12274",156890,156890,"Chile","Tomatoes",2006,19000,1250000
"12275",156894,156894,"Chile","Tomatoes",2010,11409,646131
"12276",156898,156898,"Chile","Tomatoes",2014,13464,909025
"12277",156940,156940,"Chile","Treenuts,Total",2000,15953,20013
"12278",156946,156946,"Chile","Treenuts,Total",2006,19286,41759
"12279",156950,156950,"Chile","Treenuts,Total",2010,27633,57659
"12280",156954,156954,"Chile","Treenuts,Total",2014,42132,97608
"12281",156996,156996,"Chile","Triticale",2000,NA,NA
"12282",157002,157002,"Chile","Triticale",2006,8279,46139
"12283",157006,157006,"Chile","Triticale",2010,20963,128951
"12284",157010,157010,"Chile","Triticale",2014,20134,103684
"12285",157052,157052,"Chile","Vegetables Primary",2000,93603,2421650
"12286",157058,157058,"Chile","Vegetables Primary",2006,91000,2589000
"12287",157062,157062,"Chile","Vegetables Primary",2010,74131,1909119
"12288",157066,157066,"Chile","Vegetables Primary",2014,66802,2111735
"12289",157108,157108,"Chile","Vegetables, fresh nes",2000,6200,124000
"12290",157114,157114,"Chile","Vegetables, fresh nes",2006,5500,111000
"12291",157118,157118,"Chile","Vegetables, fresh nes",2010,6025,120500
"12292",157122,157122,"Chile","Vegetables, fresh nes",2014,6025,126291
"12293",157164,157164,"Chile","Vegetables, leguminous nes",2000,2191,18000
"12294",157170,157170,"Chile","Vegetables, leguminous nes",2006,2400,19500
"12295",157174,157174,"Chile","Vegetables, leguminous nes",2010,2359,19800
"12296",157178,157178,"Chile","Vegetables, leguminous nes",2014,1627,15586
"12297",157220,157220,"Chile","Walnuts, with shell",2000,7808,11340
"12298",157226,157226,"Chile","Walnuts, with shell",2006,9700,26000
"12299",157230,157230,"Chile","Walnuts, with shell",2010,15451,32188
"12300",157234,157234,"Chile","Walnuts, with shell",2014,24404,55694
"12301",157276,157276,"Chile","Watermelons",2000,4611,75000
"12302",157282,157282,"Chile","Watermelons",2006,3500,57000
"12303",157286,157286,"Chile","Watermelons",2010,3264,52200
"12304",157290,157290,"Chile","Watermelons",2014,2746,49667
"12305",157332,157332,"Chile","Wheat",2000,391580,1492710
"12306",157338,157338,"Chile","Wheat",2006,314720,1403689
"12307",157342,157342,"Chile","Wheat",2010,264304,1523921
"12308",157346,157346,"Chile","Wheat",2014,254857,1358128
"12953",166363,166363,"China,_mainland","Almonds, with shell",2000,8000,17000
"12954",166369,166369,"China,_mainland","Almonds, with shell",2006,12004,28000
"12955",166373,166373,"China,_mainland","Almonds, with shell",2010,13000,38000
"12956",166377,166377,"China,_mainland","Almonds, with shell",2014,14457,44158
"12957",166419,166419,"China,_mainland","Anise, badian, fennel, coriander",2000,30000,28000
"12958",166425,166425,"China,_mainland","Anise, badian, fennel, coriander",2006,33000,36000
"12959",166429,166429,"China,_mainland","Anise, badian, fennel, coriander",2010,37000,44000
"12960",166433,166433,"China,_mainland","Anise, badian, fennel, coriander",2014,37856,47925
"12961",166475,166475,"China,_mainland","Apples",2000,2254010,20431230
"12962",166481,166481,"China,_mainland","Apples",2006,1898800,26059000
"12963",166485,166485,"China,_mainland","Apples",2010,2139940,33263000
"12964",166489,166489,"China,_mainland","Apples",2014,2272200,40923200
"12965",166531,166531,"China,_mainland","Apricots",2000,7000,25000
"12966",166537,166537,"China,_mainland","Apricots",2006,12000,35000
"12967",166541,166541,"China,_mainland","Apricots",2010,15471,45029
"12968",166545,166545,"China,_mainland","Apricots",2014,17750,53458
"12969",166587,166587,"China,_mainland","Artichokes",2000,7500,31000
"12970",166593,166593,"China,_mainland","Artichokes",2006,10379,62000
"12971",166597,166597,"China,_mainland","Artichokes",2010,10000,64000
"12972",166601,166601,"China,_mainland","Artichokes",2014,11791,78145
"12973",166643,166643,"China,_mainland","Asparagus",2000,910000,3900000
"12974",166649,166649,"China,_mainland","Asparagus",2006,1200000,6100000
"12975",166653,166653,"China,_mainland","Asparagus",2010,1280000,6600000
"12976",166657,166657,"China,_mainland","Asparagus",2014,1318172,6898361
"12977",166699,166699,"China,_mainland","Avocados",2000,8000,70000
"12978",166705,166705,"China,_mainland","Avocados",2006,12500,90000
